Token	 Lemma	    Part-of-speech	          
прцівники -         noun:p:v_naz
ресторану ресторан  noun:m:v_rod 
бездоганно бездоганно adv:compb 
виконують виконувати verb:pres:p:3:imperf 
свою	  свій      adj:f:v_zna:&pron:pos 
роботу	  робота    noun:f:v_zna 
.	      -         SENT_END 
          -         SENT_START 
Друзі	  друзі     noun:p:v_naz:anim 
з	      з         prep:rv_rod:rv_zna:rv_oru 
Москви	  Москва    noun:f:v_rod 
зауважили зауважити verb:past:p:perf 
,	      -         - 
що	      що        conj:subord 
в	      в         prep:rv_zna:rv_mis:rv_rod:v-u 
їхній	  їхній     adj:f:v_mis:&pron:pos 
столиці	  столиця   noun:f:v_mis 
треба	  треба     predic 
добре	  добре     adv 
пошукакти -         - 
заклад	  заклад    noun:m:v_naz 
з	      з         prep:rv_rod:rv_zna:rv_oru 
такою	  такий     adj:f:v_oru:&pron:def 
високою	  високий   adj:f:v_oru:compb 
якістю	  якість    noun:f:v_oru 
обслуговування	обслуговування  noun:n:v_naz 
та	      та        conj:coord 
страв	  страва    noun:p:v_rod 
за	      за        prep:rv_rod:rv_zna:rv_oru 
такі	  такий     adj:p:v_naz:&pron:def 
помірні	  помірний  adj:p:v_naz 
ціни	  ціна      noun:p:v_naz 
.	      -         SENT_END 
          -         SENT_START 
І	      і         conj:coord 
кухня	  кухня     noun:f:v_naz 
тут	      тут       adv:&pron:dem 
найсмачніша	смачний adj:f:v_naz:super 
в	      в         prep:rv_zna:rv_mis:rv_rod:v-u 
місті	  місто     noun:n:v_mis 
!	      -         SENT_END 
          -         SENT_START 
Дякуємо	  дякувати  verb:pres:p:1:imperf 
вам	      ви        noun:p:v_dav:anim:&pron:pers:2
всім	  весь      adj:p:v_dav:&pron:dem 
за	      за        prep:rv_rod:rv_zna:rv_oru 
справді	  справді   insert 
чудовий	  чудовий   adj:m:v_naz:compb 
ресторан  ресторан  noun:m:v_zna 
!	      -         SENT_END 
          -         SENT_START 
Все	      все       adv:v-u 
дуже	  дуже      adv 
вишукано  вишукано  adv:compb 
,	      -         - 
проте	  проте     conj:coord 
ненав'язливо ненав'язливо adv 
.	      -         SENT_END 
          -         SENT_START 
Приємна	  приємний  adj:f:v_naz:compb 
і	      і         conj:coord 
затишна	  затишний  adj:f:v_naz:compb 
атмосфера атмосфера noun:f:v_naz 
,	      -         - 
люб'язний люб'язний adj:m:v_naz:compb 
і	      і         conj:coord 
завжди	  завжди    adv:&pron:gen 
усміхнений	усміхнений adj:m:v_naz:v-u 
персонал  персонал  noun:m:v_naz 
.	      -         SENT_END 
          -         SENT_START 
Завжди	  завжди    adv:&pron:gen 
прекрасний	прекрасний adj:m:v_naz:compb 
настрій	  настрій   noun:m:v_naz 
,	      -         - 
який	  який      adj:m:v_naz:&pron:int:rel:def
залишається	залишатися verb:rev:pres:s:3:imperf 
після	  після     adv 
відвудування	-   - 
цього	  цей       adj:m:v_rod:&pron:dem 
закладу	  заклад    noun:m:v_rod 
,	      -         - 
змушує	  змушувати verb:pres:s:3:imperf 
повертатись	повертатися verb:rev:inf:imperf 
туди	  туди      adv:&pron:dem 
знову	  знову     adv 
і	      і         conj:coord 
знову	  знову     adv 
!         -         - 
!	      -         - 
!	      -         SENT_END 
          -         SENT_START 
Ще	      ще        part 
хочу	  хотіти    verb:pres:s:1:imperf 
додати	  додати    verb:inf:perf 
,	      -         - 
що	      що        conj:subord 
тут	      тут       adv:&pron:dem 
і	      і         conj:coord 
дійсно	  дійсно    adv 
можна	  можна     predic 
розслабитися	розслабитися verb:rev:inf:perf 
після	  після     prep:rv_rod 
важкого	  важкий    adj:m:v_rod:compb 
та	      та        conj:coord 
напруженого	напружений adj:m:v_rod:compb:&adjp:pasv:past
робочого  робочий   adj:m:v_rod 
тижня	  тиждень   noun:m:v_rod 
,	      -         - 
не	      не        part 
думати	  думати    verb:inf:imperf 
про	      про       prep:rv_zna 
проблеми  проблема  noun:f:v_rod 
чи	      чи        conj:coord:subord 
негоди	  негода    noun:f:v_rod 
,      	  -         - 
а	      а         conj:coord 
просто	  просто    adv:compb 
насолоджуватися	насолоджуватися verb:rev:inf:imperf 
тим	      той       adj:m:v_oru:&pron:dem 
,	      -         - 
що	      що        conj:subord 
ти	      ти        noun:s:v_kly:anim:&pron:pers:2 
живеш	  жити      verb:pres:s:2:imperf 
в	      в         prep:rv_zna:rv_mis:rv_rod:v-u 
Україні	  Україна   noun:f:v_mis 
у	      у         prep:rv_zna:rv_mis:rv_rod:v-u 
такому	  таке      adj:n:v_mis:&pron:def 
неповторному неповторний adj:n:v_mis 
й	      й         conj:coord 
патріотичному	патріотичний adj:n:v_mis:compb 
місті	  місто     noun:n:v_mis 
,	      -         - 
де	      де        adv:&pron:int:rel 
класні	  класний   adj:p:v_naz 
кав'ярні  кав'ярня  noun:p:v_naz 
,	      -         - 
кафе	  кафе      noun:p:v_naz:nv 
та	      та        conj:coord 
такі	  такий     adj:p:v_naz:&pron:def 
ресторани ресторан  noun:p:v_naz 
.	      -         SENT_END 
          -         SENT_START 
Це	      цей       adj:n:v_naz:&pron:dem
місце	  місце     noun:n:v_naz 
де	      де        adv:&pron:int:rel 
отримуєш  отримувати verb:pres:s:2:imperf 
естетичне естетичний adj:n:v_zna:compb 
задоволення	задоволення noun:p:v_zna 
.	      -         SENT_END 
          -         SENT_START 
Щиро	 щиро       adv:compb 
дякуємо	 дякувати   verb:pres:p:1:imperf 
за	     за         prep:rv_rod:rv_zna:rv_oru
гостинність	гостинність noun:f:v_zna 
,	     -          - 
щирість	 щирість    noun:f:v_zna 
,	     -          - 
культуру культура   noun:f:v_zna 
обслуговування	обслуговування noun:n:v_zna 
та	     та         conj:coord 
гарний	 гарний     adj:m:v_naz:compb 
інтер'єр інтер'єр   noun:m:v_naz 
.	     -          SENT_END 
         -          SENT_START 
Дуже	 дуже       adv 
гарний	гарний      adj:m:v_naz:compb 
ресторан ресторан   noun:m:v_naz 
.	     -          SENT_END 
         -          SENT_START 
Рекомендуємо	рекомендувати verb:pres:p:1:imperf 
всім	 весь       adj:p:v_dav:&pron:dem 
.	     -          SENT_END 
         -          SENT_START 
(	     -          - 
Обов'язково	обов'язково adv 
скуштуйте	скуштувати  verb:impr:p:2:perf 
комплексний	комплексний adj:m:v_zna 
обід	 обід        noun:m:v_zna 
.	     -           - 
)	     -           - 
Професійна	професійний adj:f:v_naz:compb 
робота	 робота      noun:f:v_naz 
всієї	 весь        adj:f:v_rod:&pron:dem 
команди	 команда     noun:f:v_rod 
вразила	 вразити     verb:past:f:perf 
не	     не          part 
тільки	 тільки      adv 
нас	     ми          noun:p:v_zna:anim:&pron:pers:1 
,	     -           - 
а	     а           conj:coord 
й	     й           conj:coord 
наших	 наш         adj:p:v_zna:&pron:pos 
гостей	 гостя       noun:p:v_zna:anim 
,	     -           - 
які	     який        adj:p:v_naz:&pron:int:rel:def 
були	 бути        verb:past:p:imperf 
задоволені задоволений adj:p:v_naz:compb:&adjp:pasv:past
.	     -           SENT_END 
         -           SENT_START 
Якість	 якість      noun:f:v_naz 
повністю повністю    adv 
відповідає	відповідати verb:pres:s:3:imperf 
високому високий     adj:m:v_dav:compb 
європейському	європейський adj:m:v_dav 
рівню	 рівень      noun:m:v_dav 
.	     -           SENT_END 
         -           SENT_START 
Нам	     ми          noun:p:v_dav:anim:&pron:pers:1
сподобалося	сподобатися verb:rev:past:n:perf 
абсолютно	абсолютно adv 
все	     все         adj:n:v_naz:&pron:dem 
!	     -           SENT_END 
         -           SENT_START 
Дякуємо	дякувати     verb:pres:p:1:imperf 
!	     -           SENT_END 
         -           SENT_START 
Так	     так         adv:&pron:dem 
тримати	 тримати     verb:inf:imperf 
!	     -           - 
!        -           - 
!	     -           SENT_END 
                     PARA_END 
         -           SENT_START 
Їжа	     їжа         noun:f:v_naz 
смачна	 смачний     adj:f:v_naz:compb 
,	     -           - 
офіціант офіціант    noun:m:v_naz:anim 
був	     бути        verb:past:m:imperf 
завжди	 завжди      adv:&pron:gen 
з	     з           prep:rv_rod:rv_zna:rv_oru 
нами	 ми          noun:p:v_oru:anim:&pron:pers:1
.	     -           SENT_END 
- 
SENT_START 
Все	    весь         adj:n:v_naz:&pron:dem
дуже	дуже         adv 
добре	добре        adv 
.	    -            SENT_END 
        -            SENT_START 
Дякую	дякувати     verb:pres:s:1:imperf 
.	    -            SENT_END  
                     PARA_END 
        -            SENT_START 
Ну	    ну           part 
що	    що           conj:subord 
ж	    ж            conj:coord 
,	    -            - 
почну   почати       verb:futr:s:1:perf 
писати	писати       verb:inf:imperf 
вам	    ви           noun:p:v_dav:anim:&pron:pers:2 
свою	свій         adj:f:v_zna:&pron:pos 
історію	історія      noun:f:v_zna 
відвидин -           - 
Масонської	масонський adj:f:v_rod 
ложі	ложа         noun:f:v_mis 
у	    у            prep:rv_zna:rv_mis:rv_rod:v-u 
Львові	Львів        noun:m:v_mis 
,	    -            - 
але	    але          conj:coord 
спочатку спочатку    adv 
хотілося хотітися    verb:rev:past:n:imperf 
б	    б            part 
декілька декілька    numr:p:v_naz:&pron:ind 
слів	слово        noun:p:v_rod 
додати	додати       verb:inf:perf 
про	    про          prep:rv_zna 
себе	себе         pron:1:s:rv_rd
.	    -            SENT_END 
        -            SENT_START 
Сама	сам          adj:f:v_naz:&pron:def 
я	    я            noun:s:v_naz:anim:&pron:pers:1
з	    з            prep:rv_rod:rv_zna:rv_oru 
чудового чудове      adj:n:v_rod:compb 
міста	місто        noun:n:v_rod 
Полтави	Полтава      noun:f:v_rod 
,	    -            - 
яке	    який         adj:n:v_naz:&pron:int:rel:def 
славиться	славитися verb:rev:pres:s:3:imperf 
галушками	галушка  noun:p:v_oru 
та	    та           conj:coord 
монастирями	монастир noun:p:v_oru 
.	    -            SENT_END 
        -            SENT_START 
У	    у            prep:rv_zna:rv_mis:rv_rod:v-u 
Полтаві	Полтава      noun:f:v_mis 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
різні	різний       adj:p:v_naz 
часи	час          noun:p:v_naz 
жили	жити         verb:past:p:imperf 
,	    -            - 
вчилися	вчитися      verb:rev:past:p:imperf:v-u 
і	    і            conj:coord 
творили	творити      verb:past:p:imperf 
такі	такий        adj:p:v_naz:&pron:def 
великі	великий      adj:p:v_naz:compb 
люди	люди         noun:p:v_naz:anim 
як	    як           conj:subord 
Іван	Іван         noun:m:v_naz:anim:fname 
Котляревський	Котляревський noun:m:v_naz:anim:lname 
,	    -            - 
Микола	Микола       noun:m:v_naz:anim:fname 
Гоголь	Гоголь       noun:m:v_naz:anim:lname 
,	    -            - 
Михайло	Михайло      noun:m:v_naz:anim:fname 
Драгоманов Драгоманов noun:m:v_naz:anim:lname 
,	    -            - 
Михайло	Михайло       noun:m:v_naz:anim:fname 
Остроградський	-    - 
,	    -            - 
Тарас	Тарас        noun:m:v_naz:anim:fname 
Шевченко Шевченко    noun:m:v_naz:anim:lname 
,	    -            - 
Іван	Іван         noun:m:v_naz:anim:fname 
Нечуй-Левицький	Нечуй-Левицький  noun:m:v_naz:anim:lname 
.	    -            SENT_END 
        -            SENT_START 
Я	    я            noun:s:v_naz:anim:&pron:pers:1
люблю	любити       verb:pres:s:1:imperf 
своє	свій         adj:n:v_zna:&pron:pos 
місто	місто        noun:n:v_zna 
і	    і            conj:coord 
захоплююся	захоплюватися verb:rev:pres:s:1:imperf 
ним	    він          noun:m:v_oru:&pron:pers:3 
тому	тому         adv 
самі	сам          adj:p:v_naz:&pron:def 
рохумієте	-        - 
-	    -            - 
здивувати здивувати  verb:inf:perf 
мене	я            noun:s:v_zna:anim:&pron:pers:1
тяжко	тяжко        adv:compb 
.	    -            SENT_END 
        -            SENT_START 
І	    і            conj:coord 
от	    от           part 
мені	я            noun:s:v_dav:anim:&pron:pers:1 
випала	випасти      verb:past:f:perf 
нагода	нагода       noun:f:v_naz 
відвідати	відвідати verb:inf:perf 
місто	місто        noun:n:v_zna 
Лева	лев          noun:m:v_rod:anim 
,	    -            - 
чому	чому         adv:&pron:int:rel 
я	    я            noun:s:v_naz:anim:&pron:pers:1 
дуже	дуже         adv 
тішилася	тішитися verb:rev:past:f:imperf 
,	    -            - 
і	    і            conj:coord 
як	    як           adv:&pron:int:rel 
казав	казати       verb:past:m:imperf 
мені	я            noun:s:v_dav:anim:&pron:pers:1 
мій	    мій          adj:m:v_naz:&pron:pos 
чоовік	-            - 
:	    -            - 
"	    -            - 
Жінко	жінка        noun:f:v_kly:anim 
,	    -            - 
ти	    ти           noun:s:v_naz:anim:&pron:pers:2 
що	    що           conj:subord 
зовсім	зовсім       adv 
розум	розум        noun:m:v_naz 
втратила втратити    verb:past:f:perf:v-u 
,	    -            - 
лише	лише         conj:subord 

одна	один         numr:f:v_naz 
поїздка	поїздка      noun:f:v_naz 
,	    -            - 
а	    а            conj:coord 
емоцій	емоція       noun:p:v_rod 
стільки	стільки      numr:p:v_naz:&pron:ind 
скільки	скільки      numr:p:v_naz:&pron:ind 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
наш	    наш          adj:m:v_naz:&pron:pos 
медовий	медовий      adj:m:v_zna 
місяць	місяць       noun:m:v_zna 
не    	не           part 
було	бути         verb:past:n:imperf 
!	    -            - 
"	    -            - 
(	    -            - 
п.с	    -            - 
жартівник	жартівник noun:m:v_naz:anim 
мій	    мій          adj:m:v_naz:&pron:pos 
)	    -            - 
.	    -            SENT_END 
        -            SENT_START 
Так	    так          part 
от	    от           part 
планувавши	планувати advp:imperf 
поїздку	поїздка      noun:f:v_zna 
я	    я            noun:s:v_naz:anim:&pron:pers:1
хотіла	хотіти       verb:past:f:imperf 
зробити	зробити      verb:inf:perf 
її	    вона         noun:f:v_zna:&pron:pers:3 
якомога	якомога      adv 
насиченішою	насичений adj:f:v_oru:compr 
і	    і            conj:coord 
цікавою	цікавий      adj:f:v_oru:compb 
,	    -            - 
і	    і            conj:coord 
мені	я            noun:s:v_dav:anim:&pron:pers:1
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
око	    око          noun:n:v_zna 
впала	впасти       verb:past:f:perf:v-u 
Масонська	масонський adj:f:v_naz 
ложа	ложа         noun:f:v_naz 
.	    -            SENT_END 
        -            SENT_START 
Багато	багато       numr:p:v_naz:&pron:ind 
ходить	ходити       verb:pres:s:3:imperf 
чуток	чутка        noun:p:v_rod 
про	    про          prep:rv_zna 
це	    цей          adj:n:v_zna:&pron:dem 
місце	місце        noun:n:v_zna 
,	    -            - 
але	    але          conj:coord  
я	    я            noun:s:v_naz:anim:&pron:pers:1
хотіла	хотіти       verb:past:f:imperf 
впевнитися	впевнитися verb:rev:inf:perf:v-u 
самостійно	самостійно adv 
...	    -            SENT_END 
        -            SENT_START 
Будучи	будучи       advp:actv:past:bad 
вже	    вже          adv:v-u 
4	    4            number 
день	день         noun:m:v_naz 
у	    у            prep:rv_zna:rv_mis:rv_rod:v-u 
Львові	Львів        noun:m:v_mis 
(	    -            - 
спочатку спочатку    adv 
це	    цей          adj:n:v_naz:&pron:dem 
була	бути         verb:past:f:imperf 
ділова	діловий      adj:f:v_naz 
поїздка	поїздка      noun:f:v_naz 
по	    по           prep:rv_mis:rv_zna 
роботі	робота       noun:f:v_mis 
,	    -            - 
але	    але          conj:coord 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
мене	я            noun:s:v_zna:anim:&pron:pers:1
випав	випасти      verb:past:m:perf 
вільний	вільний      adj:m:v_naz:compb 
день	день         noun:m:v_naz 
,	    -            - 
і	    і            conj:coord 
провести	провести verb:inf:perf 
я	    я            noun:s:v_naz:anim:&pron:pers:1
його	він          noun:m:v_zna:&pron:pers:3 
хотіла	хотіти       verb:past:f:imperf 
яскраво	яскраво      adv 
)	    -            - 
.	    -            SENT_END 
        -            SENT_START 
Вдень	вдень        adv:v-u 
разом	разом        adv 
з	    з            prep:rv_rod:rv_zna:rv_oru 
колегами колега      noun:p:v_oru:anim 
відвідали	відвідати verb:past:p:perf 
Високий	високий      adj:m:v_naz:compb 
Замок	замок        noun:m:v_naz 
(    	-            - 
стільки	стільки      numr:p:v_naz:&pron:ind 
туди	туди         adv:&pron:dem 
перлися	пертися      verb:rev:past:p:imperf 
,    	-            - 
що	    що           conj:subord 
коли	коли         adv:&pron:int:rel 
спускалися	спускатися verb:rev:past:p:imperf 
я	    я            noun:s:v_naz:anim:&pron:pers:1 
валилася валитися verb:rev:past:f:imperf 
з	    з            prep:rv_rod:rv_zna:rv_oru 
ніг	    нога         noun:p:v_rod 
)	    -            - 
,	    -            - 
Площа	площа        noun:f:v_naz 
ринок	ринок        noun:m:v_naz 
,	    -            - 
Палац	палац        noun:m:v_naz 
Потоцьких	Потоцький noun:p:v_naz:anim:lname 
,	    -            - 
само	сам          adj:n:v_naz:&pron:def 
собою	себе         noun:v_oru:&pron:refl 
Криївку	криївка      noun:f:v_zna 
(	    -            - 
де	    де           adv:&pron:int:rel 
чоловік	чоловік      noun:m:v_naz:anim 
з	    з            prep:rv_rod:rv_zna:rv_oru 
рушницею рушниця     noun:f:v_oru 
,	    -            - 
всіма	весь         adj:p:v_oru:&pron:dem 
методами метод       noun:p:v_oru 
намагався	намагатися verb:rev:past:m:imperf 
нас	    ми           noun:p:v_zna:anim:&pron:pers:1 
споїти	споїти       verb:inf:perf 
)	    -            - 
,	    -            - 
от	    от           part 
і	    і            conj:coord 
такими	такий        adj:p:v_oru:&pron:def 
"	    -            - 
веселими веселий     adj:p:v_oru:compb 
"	    -            - 
ми	    ми           noun:p:v_naz:anim:&pron:pers:1 
нарешті	нарешті      insert 
дісталися	дістатися verb:rev:past:p:perf 
Ложі    ложа         noun:f:v_rod 
.	    -            SENT_END 
        -            SENT_START 
Перше	перший       adj:n:v_naz 
що	    що           conj:subord 
ти	    ти           noun:s:v_naz:anim:&pron:pers:2 
помічаєш	помічати verb:pres:s:2:imperf 
то	    то           conj:subord 
велич	велич        noun:f:v_naz 
і	    і            conj:coord 
таємничість	таємничість noun:f:v_naz 
,	    -            - 
атмосфера	атмосфера noun:f:v_naz 
вражає	вражати      verb:pres:s:3:imperf 
...   	-            SENT_END 
        -            SENT_START 
Але	    але          conj:coord 
оскільки оскільки    conj:subord 
нам	    ми           noun:p:v_dav:anim:&pron:pers:1
і	    і            conj:coord 
без	    без          prep:rv_rod 
атмосфери	атмосфера noun:f:v_rod 
було	бути         verb:past:n:imperf 
добре	добре        adv 
,	    -            - 
ми	    ми           noun:p:v_naz:anim:&pron:pers:1
почали	почати       verb:past:p:perf 
як	    як           conj:subord 
то	    то           conj:subord 
кажуть	казати       verb:pres:p:3:imperf 
"	    -            - 
продовжувати	продовжувати  verb:inf:imperf 
свято	свято        noun:n:v_zna 
на	    на           prep:rv_zna:rv_mis 
широку	широкий      adj:f:v_zna:compb 
ногу	нога         noun:f:v_zna 
"	    -            - 
.   	-            SENT_END 
        -            SENT_START 
Було	бути         verb:past:n:imperf 
вже	    вже          adv:v-u 
десь	десь         adv:&pron:ind 
близько	близько      adv:compb 
за	    за           prep:rv_rod:rv_zna:rv_oru 
23.00	23.00        time 
,	    -            - 
ми	    ми           noun:p:v_naz:anim:&pron:pers:1
жваво	жваво        adv:compb 
обговорювали	обговорювати  verb:past:p:imperf 
плітки	плітка       noun:p:v_zna 
,	    -            - 
роботу  робота       noun:f:v_zna 
,	    -            - 
дітей	діти         noun:p:v_zna:anim 
і	    і            conj:coord 
тд     	-            - 
.	    -            - 
,	    -            - 
офіціант	офіціант noun:m:v_naz:anim 
був	бути verb:past:m:imperf 
дуже	дуже         adv 
привітний	привітний adj:m:v_naz:compb 
,	    -            - 
розповів	розповісти verb:past:m:perf 
про	    про          prep:rv_zna 
концепцію	концепція noun:f:v_zna 
закладу	заклад       noun:m:v_rod 
,	    -            - 
його	він          noun:m:v_zna:&pron:pers:3 
відомих	відомий      adj:p:v_zna:compb 
гостей	гостя        noun:p:v_zna:anim 
і	    і            conj:coord 
саму	сам          adj:f:v_zna:&pron:def 
історію	історія      noun:f:v_zna 
,	    -            - 
символи	символ       noun:p:v_zna 
,	    -            - 
масони	масон        noun:p:v_zna:anim 
...	    -            SENT_END 
        -            SENT_START 
Я	    я            noun:s:v_naz:anim:&pron:pers:1 
б	    б            part 
з	    з            prep:rv_rod:rv_zna:rv_oru 
радістю	радість      noun:f:v_oru 
слухала	слухати      verb:past:f:imperf 
його	він          noun:m:v_zna:&pron:pers:3 
вічно	вічно        adv 
:	    -            - 
карі	карий        adj:p:v_zna 
очі	    око          noun:p:v_zna 
,	    -            - 
високий	високий      adj:m:v_naz:compb 
,	    -            - 
чорнявий	чорнявий adj:m:v_naz 
,	    - 
- 
шкода	шкода        noun:f:v_naz 
що  	що           conj:subord 
ім*я	-            - 
вилетіло	вилетіти verb:past:n:perf 
з	    з            prep:rv_rod:rv_zna:rv_oru 
голови	голова       noun:f:v_rod 
,	    -            - 
але	    але          conj:coord 
не	    не           part 
про	    про          prep:rv_zna 
це	    цей          adj:n:v_zna:&pron:dem 
:	    -            - 
)	    -            - 
І	    і            conj:coord 
так	    так          conj:coord:subord 
ми	    ми           noun:p:v_naz:anim:&pron:pers:1 
сиділи	сидіти       verb:past:p:imperf 
і	    і            conj:coord 
горя	горе         noun:n:v_rod 
не	    не           part 
знали	знати        verb:past:p:imperf 
,	    -            - 
доки	доки         adv:&pron:int:rel 
не	    не           part 
прийшла	прийти       verb:past:f:perf 
пора	пора         noun:f:v_naz 
платити	платити      verb:inf:imperf 
рахунок	рахунок      noun:m:v_zna 
.	    -            SENT_END 
        -            SENT_START 
Скажу	сказати      verb:futr:s:1:perf 
вам	    ви           noun:p:v_dav:anim:&pron:pers:2
відверто	відверто adv:compb 
Я	    я            noun:s:v_naz:anim:&pron:pers:1
впала   впасти       verb:past:f:perf:v-u 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
осад	осад         noun:m:v_zna 
...	    -            SENT_END 
        -            SENT_START 
Я	    я            noun:s:v_naz:anim:&pron:pers:1 
звісно	звісно       adv 
знала	знати        verb:past:f:imperf 
,	    -            - 
що	    що           conj:subord 
тут	    тут          adv:&pron:dem 
ціни	ціна         noun:p:v_naz 
не	    не           part 
дешеві	дешевий      adj:p:v_naz:compb 
 ,	    -            - 
хоч	    хоч          conj:subord 
сама	сам          adj:f:v_naz:&pron:def 
і	    і            conj:coord 
маю	    мати         verb:pres:s:1:imperf 
хорошу	хороший      adj:f:v_zna:compb 
зарплатню	зарплатня noun:f:v_zna 
,	    -            - 
свій	свій         adj:m:v_zna:&pron:pos 
будинок	будинок      noun:m:v_zna 
.	    -            - 
,	    -            - 
але	    але          conj:coord 
була	бути         verb:past:f:imperf 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
деякому	деякий       adj:m:v_dav 
шоці	шок          noun:m:v_mis 
.	    -            SENT_END 
        -            SENT_START 
По	    по           prep:rv_mis:rv_zna 
перше	перший       adj:n:v_naz 
,	    -            - 
те	    той          adj:n:v_naz:&pron:dem 
з	    з            prep:rv_rod:rv_zna:rv_oru 
якою	який         adj:f:v_oru:&pron:int:rel:def 
легкістю	легкість noun:f:v_oru 
цей	    цей          adj:m:v_naz:&pron:dem 
кароокий кароокий    adj:m:v_naz 
брюнет	брюнет       noun:m:v_naz:anim 
приніс	принести     verb:past:m:perf 
рахунок	рахунок      noun:m:v_zna 
,	    -            - 
і	    і            conj:coord 
по	    по           prep:rv_mis:rv_zna 
друге	другий       adj:n:v_naz 
,	    -            - 
я	    я            noun:s:v_naz:anim:&pron:pers:1
ще	    ще           adv 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
житті	життя        noun:n:v_mis 
так	    так          part 
швидко	швидко       adv:compb 
не	    не           part 
виходила	виходити verb:past:f:imperf 
зі	    зі           prep:rv_rod:rv_zna:rv_oru 
стану	стан         noun:m:v_rod 
алкогольного	алкогольний adj:m:v_rod 
сп*яніння	-        - 
)	    -            - 
)	    -            - 
)	    -            - 
Хвилин	хвилина      noun:p:v_rod 
з	    з            prep:rv_rod:rv_zna:rv_oru 
п*ять	-            - 
я	    я            noun:s:v_naz:anim:&pron:pers:1
тупо	тупо         adv:compb 
(	    -            - 
саме	саме         adv  
так	    так          part 
ТУПО	тупо         adv:compb 
)	    -            - 
дивилася	дивитися verb:rev:past:f:imperf 
на	    на           prep:rv_zna:rv_mis 
рахунок	рахунок      noun:m:v_zna 
-	    -            - 
14360	14360        number 
грн	    грн          noun:p:v_zna:nv:abbr 
.	    -            SENT_END 
        -            SENT_START 
Потім	потім        adv:&pron:dem 
офіціант	офіціант noun:m:v_naz:anim 
,	    -            - 
цей	    цей          adj:m:v_naz:&pron:dem 
мачо	мачо         noun:m:v_naz:nv:anim 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
накрохмаленій	накрохмалений adjp:pasv:past:f:v_dav 
сорочці	сорочка      noun:f:v_dav 
питає	питати       verb:pres:s:3:imperf 
:	    -            - 
"	    -            - 
Ви	    ви           noun:p:v_kly:anim:&pron:pers:2 
маєте	мати         verb:pres:p:2:imperf 
картку	картка       noun:f:v_zna 
Локаль	локаль       noun:f:v_zna 
?	    -            - 
"	    -            - 
на	    на           prep:rv_zna:rv_mis 
що	    що           noun:n:v_zna:inanim:&pron:int:rel
я	    я            noun:s:v_naz:anim:&pron:pers:1 
відповіла	відповісти  verb:past:f:perf 
"    	-            - 
Ні	    ні           part 
"	    -            - 
.	    -            SENT_END 

        -            SENT_START 
На	    на щастя     <insert> 
щастя	на щастя     </insert> 
колега	колега       noun:f:v_naz:anim 
,	    -            - 
