			- 				SENT_START 	
цьому		цей 			pron:dem 							 	
проспектику	- 				- 	
який		який 			pron:rel							
роздається	роздаватися 	verb:rev:pres:s:3:imperf 	
на			на 				prep:rv_mis 	
на			на 				prep:rv_mis 	
вході		вхід 			noun:m:v_mis 	
.			- 				SENT_END	

			- 				SENT_START 	
Це			цей 			pron:dem 							 	
ж			ж 				part 	
є			бути 			verb:pres:s:3:imperf 							
родзинка	родзинка 		noun:f:v_naz 	
якої		який 			pron:rel	
немає		немає 			predic 	
більше		багато 			adv:compr 			
ніде		ніде 			pron:neg 	
!			- 				SENT_END	

			- 				SENT_START 	
Радує		радувати 		verb:pres:s:3:imperf 	
і			і 				conj:coord 							
те			той 			pron:dem								
,			- 				- 	
що			що 				conj:subord 								
вгорі		вгорі 			adv:v-u 	
над			над 			prep:rv_oru	
сходами		сходи 			noun:p:v_oru			 
прибили		прибити 		verb:past:p:perf 	
подушки		подушка 		noun:p:v_zna
.			- 				SENT_END	

			- 				SENT_START 	
Дпя			- 				- 	
людей		люди 			noun:p:v_rod:anim 							
високого	високий 		adj:m:v_rod:compb 								
росту		ріст 			noun:m:v_rod 	
це			цей 			pron:dem							
дуже		дуже 			adv				
важливо		важливо 		adv:compb 	
.			- 				SENT_END	

			- 				SENT_START 	
Правда		правда 			insert 							 	
погано		погано 			adv:compb 	
,			- 				- 	
що			що 				conj:subord 							
поменшало	поменшати 		verb:past:n:perf 	
офіціантів-карликів	офіціант-карлик noun:p:v_rod:anim 											
.			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
Сьогодні	сьогодні 		adv 	
відвідала	відвідати 		verb:past:f:perf 	
Дім			дім 			noun:m:v_zna 	
легенд		легенда 		noun:p:v_rod (noun:m:v_zna )	
.			- 				SENT_END	

			- 				SENT_START 	
Кухня		кухня 			noun:f:v_naz 	
смачна		смачний 		adj:f:v_naz:compb 	
,			- 				- 	
обстановка	обстановка 		noun:f:v_naz 	
затишна		затишний 		adj:f:v_naz:compb 	
(			- 				- 	
окреме		окремий 		adj:n:v_naz 								
"			- 				- 	
дякую		дякувати 		noun:n:v_naz	
"			- 				- 	
офіціантам	офіціант 		noun:p:v_dav:anim 	
залу		зал 			noun:m:v_rod 			
з			з 				prep:rv_oru	
левами		лев 			noun:p:v_oru:anim 	
)			- 				- 	
,			- 				- 	
а			а 				conj:coord 									
от			от 				part 	
сажотрус	сажотрус 		noun:m:v_naz:anim 	
на			на 				prep:rv_mis 	
вході		вхід 			noun:m:v_mis 	
-			- 				- 	
це			цей 			pron:dem 							
окрема		окремий 		adj:f:v_naz 	
тема		тема 			noun:f:v_naz 	
!			- 				SENT_END	

			- 				SENT_START 	
Він			він 			pron:pers:m:3:v_naz:anim	
неймовірний	неймовірний 	adj:m:v_naz:compb 								
!			- 				SENT_END	

			- 				SENT_START 	
Легенди		легенда 		noun:p:v_naz 								
з			з 				prep:rv_rod
його		його 			pron:pos 								
вуст		вуста 			noun:p:v_rod 	
звучать		звучати 		verb:pres:p:3:imperf 	
дуже		дуже 			adv 			
правдоподібно	правдоподібно 	adv:compb 	
,			- 				- 	
а			а 				conj:coord 									
"			- 				- 	
львівська	львівський 		adj:f:v_naz 	
балачка		балачка 		noun:f:v_naz 	
"			- 				- 	
примушує	примушувати 	verb:pres:s:3:imperf 	
посміхнутись	посміхнутися 	verb:rev:inf:perf 	
:			- 				- 	
)			- 				- 	
)			- 				- 	
)			- 				- 	
.			- 				SENT_END	

			- 				SENT_START 	
Обожнюю		обожнювати 		verb:pres:s:1:imperf 	
мережу		мережа 			noun:f:v_zna				 	 
"			- 				- 	
!			- 				- 	
ФЕСТ		фест 			noun:m:v_naz 								
"			- 				- 	
,			- 				- 	
усім		увесь 			pron:def 		
раджу		радити 			verb:pres:s:1:imperf 
відвідати	відвідати 		verb:inf:perf 	
ці			цей 			pron:dem 		
заклади		заклад 			noun:p:v_zna	
.			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
Поспілкувалися	поспілкуватися 	verb:rev:past:p:perf 	
з			з 				prep:rv_oru	
трубочистом	- 				- 	
.			- 				SENT_END	

			- 				SENT_START 	
Цікавий		цікавий 		adj:m:v_naz:compb 								
дядько		дядько 			noun:m:v_naz:anim 	
.			- 				SENT_END	

			- 				SENT_START 	
Захотілося	захотітися 		verb:unknown 	
зайти		зайти 			verb:inf:perf 	
до			до 				prep:rv_rod 	
середини	середина 		noun:f:v_rod 							 		
.			- 				SENT_END	

			- 				SENT_START 	
Зайшли		зайти 			verb:past:p:perf 	
.			- 				SENT_END	

			- 				SENT_START 	
Посиділи	посидіти 		verb:past:p:perf 	
.			- 				SENT_END	

			- 				SENT_START 	
Вийшли		вийти 			verb:past:p:perf:perf 	
.			- 				SENT_END	

			- 				SENT_START 	
Пройшлися	пройтися 		verb:rev:past:p:perf 	
біля		біля 			adv 	
Мазоха		Мазох 			noun:m:v_rod:anim:lname							
.			- 				SENT_END	

			- 				SENT_START 	
Подумали	подумати 		verb:past:p:perf 	
,			- 				- 	
а			а 				conj:coord 										
що			що 				conj:subord 							 	
якби		якби 			conj:subord 	
замість		замість 		prep:rv_rod 	
відомої		відомий 		adj:f:v_rod:compb 	
скульптури	скульптура 		noun:f:v_rod 									
став		стати 			verb:past:m:perf 	
би			би 				part 	
сам			сам 			pron:def 								
власник		власник 		noun:m:v_naz:anim 	
кафе		кафе 			noun:n:v_rod:nv 									
-			- 				- 	
пан			пан 			noun:m:v_naz:anim 	
Назарук		Назарук 		noun:m:v_naz:anim:lname 	
з			з 				prep:rv_oru 	
такою		такий 			pron:def 	
ж			ж 				part 	
кишенею		кишеня 			noun:f:v_oru 	
у			у 				prep:rv_mis:v-u 	
штанях		штани 			noun:p:v_mis	
.			- 				SENT_END	

			- 				SENT_START 	
Його		його 			pron:pos 								 
бізнес		бізнес 			noun:m:v_naz 							
зразу		зразу 			adv				 
б			б 				part 	
круто		круто 			adv 	
пішов		піти 			verb:past:m:perf 	
би			би 				part 	
вгору		вгору 			adv:v-u 	
.			- 				SENT_END	

			- 				SENT_START 	
І			і 				conj:coord 							
кобітам		кобіта 			noun:p:v_dav:slang:anim	
було		бути 			verb:past:n:imperf 	
б			б 				part 	
цікавіше	цікаво 			adv:compr 	
.			- 				SENT_END	

			- 				SENT_START 	
Подумайте	подумати 		verb:impr:p:2:perf 	
,			- 				- 	
п			- 				- 	
.			- 				SENT_END	

			- 				SENT_START 	
Назарук		Назарук 		noun:m:v_naz:anim:lname 	
,			- 				- 	
над			над 			prep:rv_oru	
такою		такий 			pron:def 	
ідеєю		ідея 			noun:f:v_oru 	
.			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
Доброго		добрий 			adj:m:v_rod:compb 													 	
дня			день 			noun:m:v_rod 	
!			- 				SENT_END	

			- 				SENT_START 	
святкували	святкувати 		verb:past:p:imperf 	
з			з 				prep:rv_oru 	
друзями		друзі 			noun:p:v_oru:anim 	
у			у 				prep:rv_mis:v-u 	
"			- 				- 	
Домі		дім 			noun:m:v_mis 	
легенд		легенда 		noun:p:v_rod 	
"			- 				- 	
Новий		новий 			adj:m:v_naz:compb 						
2012		2012 			number 	
рік			рік 			noun:m:v_naz 							
.			- 				SENT_END 	

			- 				SENT_START 	
в			в 				prep:rv_mis:v-u 	
принципі	принцип 		noun:m:v_mis 	
не			не 				part 	
погано		погано 			adv:compb 	
.			- 				SENT_END	

			- 				SENT_START 	
смачна		смачний 		adj:f:v_naz:compb 	
кухня		кухня 			noun:f:v_naz 	
,			- 				- 	
приємні		приємний 		adj:p:v_naz:compb 							 	
офіціанти	офіціант 		noun:p:v_naz:anim 	
,			- 				- 	
гарне		гарний 			adj:n:v_naz:compb 							
шоу			шоу 			noun:n:v_naz:nv 								
-феєрверк	- 				- 	
з			з 				prep:rv_rod	
пащі		паща 			noun:f:v_rod 								
дракона		дракон 			noun:m:v_rod:anim 							
.			- 				SENT_END	

			- 				SENT_START 	
сподобалася	сподобатися 	verb:rev:past:f:perf 	
ведуча		ведуча 			noun:f:v_naz:anim 			
,			- 				- 	
приємна		приємний 		adj:f:v_naz:compb 	
дівчина		дівчина 		noun:f:v_naz:anim 	
з			з 				prep:rv_oru	
цікаво		цікаво 			adv:compb 	
.			- 				SENT_END	

			- 				SENT_START 	
програмою	програма 		noun:f:v_oru 	
і			і 				conj:coord 								
подарунками	подарунок 		noun:p:v_oru 	
.			- 				SENT_END 
							PARA_END	

 			- 				SENT_START 	
Дім			дім 			noun:m:v_naz 							 	
легенд		легенда 		noun:p:v_rod 	
дійсно		дійсно 			adv 	
львівська	львівський 		adj:f:v_naz 	
легенда		легенда 		noun:f:v_naz 	
.			- 				SENT_END 	

			- 				SENT_START 	
Здається	здається 		insert			
,			- 				- 	
аналогу		аналог 			noun:m:v_dav 							
йому		він 			pron:pers:m:3:v_dav:anim 			
немає		немає 			predic 	
навіть		навіть 			part 	
в			в 				prep:rv_mis:v-u 	
Європі		Європа 			noun:f:v_mis 	
!			- 				SENT_END 	

			- 				SENT_START 	
Я			я 				pron:pers:s:1:v_naz:anim 	
завжди		завжди 			adv 	
ходжу		ходити 			verb:pres:s:1:imperf 	
туди		туди 			adv
з			з 				prep:rv_oru 	
друзями		друзі 			noun:p:v_oru:anim 	
і			і 				conj:coord 							 	
цей			цей 		    pron:dem 							
заклад		заклад 			noun:m:v_naz 								
став		стати 			verb:past:m:perf 
нашим		наш 			pron:pos 									
улюбленим	улюблений 		adjp:pasv:past:n:v_oru:compb 								
місцем		місце 			noun:n:v_oru 	
відпочинку	відпочинок 		noun:m:v_rod 		
.			- 				SENT_END	

			- 				SENT_START 	
Там			там 			adv							 	
завжди		завжди 			adv	
приємна		приємний 		adj:f:v_naz:compb 	
і			і 				conj:coord 								
позитивна	позитивний 		adj:f:v_naz:compb 	
атмосфера	атмосфера 		noun:f:v_naz 	
.			- 				SENT_END	

			- 				SENT_START 	
Раджу		радити 			verb:pres:s:1:imperf
відвідати	відвідати 		verb:inf:perf 	
всім		весь 			pron:def	
!			- 				- 	
!			- 				- 	
!			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
відвідала	відвідати 		verb:past:f:perf 	
сьогодні	сьогодні 		adv 	
з			з 				prep:rv_oru 	
подругою	подруга 		noun:f:v_oru:anim 	
Дім			дім 			noun:m:v_zna 	
легенд		легенда 		noun:p:v_rod 	
...			- 				- 	
ми			ми 				pron:pers:p:1:v_naz:anim 	
буваємо		бувати 			verb:pres:p:1:imperf 	
там			там 			adv							
кожного		кожний 			pron:def 	
дня			день 			noun:m:v_rod 	
...			- 				- 	
але			але 			conj:coord 							 	
сьогодні	сьогодні 		adv 	
сподобалося	сподобатися 	verb:rev:past:n:perf 	
найбільше	багато 			adv:super 			
...			- 				- 	
сиділи		сидіти 			verb:past:p:imperf 	
ми			ми 				pron:pers:p:1:v_naz:anim 	
в			в 				prep:rv_mis:v-u 	
бібліотеці	бібліотека 		noun:f:v_mis 	
...			- 				- 	
офіціант	офіціант 		noun:m:v_naz:anim 	
був			бути 			verb:past:m:imperf 	
дуже		дуже 			adv			
привітним	привітний 		adj:m:v_oru:compb 								
і			і 				conj:coord 								
швидким		швидкий 		adj:m:v_oru:compb 							
.			- 				- 	
.			- 				- 	
обслуговував	обслуговувати 	verb:past:m:imperf 	
він			він 			pron:pers:m:3:v_naz:anim 	
усю			увесь 			pron:def 	
кімнату		кімната 		noun:f:v_zna 	
...			- 				- 	
місць		місце 			noun:p:v_rod 	
вільних		вільний 		adj:p:v_rod:compb 								
не			не 				part 	
було		бути 			verb:past:n:imperf 	
.			- 				- 	
.			- 				- 	
але			але 			conj:coord 							
він			він 			pron:pers:m:3:v_naz:anim 	
встигав		встигати 		verb:past:m:imperf:v-u 	
за			за 				prep:rv_oru 	
усіма		увесь 			pron:def	
...			- 				- 	
дуже		дуже 			adv			
йому		він 			pron:pers:m:3:v_dav:anim 			
вдячні		вдячний 		adj:p:v_naz 							
)			- 				- 	
)			- 				- 	
таких		такий 			pron:def 						 	
офіціантів	офіціант 		noun:p:v_rod:anim 						
би			би 				part 	
побільше	побільше 		adv 	
...			- 				- 	
а			а 				conj:coord 							
йому		він 			pron:pers:m:3:v_dav:anim 			
окрема		окремий 		adj:f:v_naz 	
подяка		подяка 			noun:f:v_naz 	
)			- 				- 	
)			- 				- 	
)			- 				SENT_END 
							PARA_END 
							
			- 				SENT_START 	
Щойно		щойно 			adv 								
з			з 				prep:rv_rod:rv_zna:rv_oru	
Дому		дім 			noun:m:v_rod 	
легенд		легенда 		noun:p:v_rod 	
сповнені	сповнений 		adjp:pasv:past:p:v_naz 							
самих		самий 			adj:p:v_rod 								
приємних	приємний 		adj:p:v_rod:compb 								
вражень		враження 		noun:p:v_rod 	
!			- 				SENT_END 	

			- 				SENT_START 	
А			а 				conj:coord 								
особливого	особливий 		adj:m:v_rod 							 	
шарму		шарм 			noun:m:v_rod 	
цьому		цей 			adj:m:v_dav:&pron:dem 								
закладу		заклад 			noun:m:v_dav 										
додає		додавати 		verb:pres:s:3:imperf 	
сажотрус	сажотрус 		noun:m:v_naz:anim 	
на			на 				prep:rv_zna:rv_mis 	
вході		вхід 			noun:m:v_mis 	
,			- 				- 	
без			без 			prep:rv_rod 	
нього		він 			pron:pers:m:3:v_rod:anim							
аж			аж 				part 	
ніяк		ніяк 			adv:&pron:neg 							
!			- 				SENT_END	

			- 				SENT_START 	
Він			він 			pron:pers:m:3:v_naz:anim 	
ввів		ввести 			verb:past:m:perf:v-u 	
нас			ми 				pron:pers:p:1:v_rod:anim 							
в			в 				prep:rv_zna:v-u 	
курс		курс 			noun:m:v_naz 								
всіх		весь 			pron:def							
справ		справа 			noun:p:v_rod 			
:			- 				- 	
і			і 				conj:coord 								
історичних	історичний 		dj:p:v_rod 							 	
,			- 				- 	
і			і 				conj:coord 								
політичних	політичний 		adj:p:v_rod 							
,			- 				- 	
і			і 				conj:coord 							
просто		просто 			adv:compb 								
життєвих	життєвий 		adj:p:v_rod 							
.			- 				- 	
.			- 				SENT_END	

			- 				SENT_START 	
Поспілкувалися	поспілкуватися 	verb:rev:past:p:perf 	
з			з 				prep:rv_oru	
сажотрусом	сажотрус 		noun:m:v_oru:anim 	
,			- 				- 	
і			і 				conj:coord 							
однозначно	однозначно 		adv 	
оцінили		оцінити 		verb:past:p:perf 	
його		його 			pron:pos 								
чудову		чудовий 		adj:f:v_zna:compb 	
розповідь	розповідь 		noun:f:v_zna 	
на			на 				prep:rv_zna
5			5 				number 	
балів		бал 			noun:p:v_rod 	
!			- 				SENT_END	

			- 				SENT_START 	
отримали	отримати 		verb:past:p:perf 	
море		море 			noun:n:v_rod 	
радості		радість 		noun:p:v_rod 	
,			- 				- 	
щастя		щастя 			noun:n:v_rod 							
та			та 				conj:coord 							 	
позитиву	позитив 		noun:m:v_rod 	
.			- 				SENT_END 	

			- 				SENT_START 	
Потрималися	потриматися 	verb:rev:past:p:perf 	
за			за 				prep:rv_zna	
гудзик		гудзик 			noun:m:v_zna	
,			- 				- 	
щоб			щоб 			conj:subord 								
більше		багато 			adv:compr 			
успіху		успіх 			noun:m:v_rod 	
нас			ми 				pron:pers:p:1:v_rod:anim 							
супроводжувало	супроводжувати 	verb:past:n:imperf 	
,			- 				- 	
і			і 				conj:coord 								
вирішили	вирішити 		verb:past:p:perf 	
ще			ще 				part 	
не			не 				part 	
раз			раз 			adv 							
навідатися	навідатися 		verb:rev:inf:perf 	
до			до 				prep:rv_rod 	
вас			ви 				pron:pers:p:2:v_mis:anim								
!			- 				SENT_END	

			- 				SENT_START 	
Бо			бо 				conj:subord 								
ще			ще 				part 	
хочемо		хотіти 			verb:unknown 	
відмітити	відмітити 		verb:inf:perf 	
офіціантів	офіціант 		noun:p:v_zna:anim 	
з			з 				prep:rv_rod
бібліотеки	бібліотека 		noun:f:v_rod 							
-			- 				- 	
гарно		гарно 			adv:compb 	
працюють	працювати 		verb:pres:p:3:imperf 	
і			і 				conj:coord 						
додають		додавати 		verb:pres:p:3:imperf 	
хорошого	хороший 		adj:m:v_rod:compb 							
настрою		настрій 		noun:m:v_rod 	
!			- 				SENT_END	

			- 				SENT_START 	
:			- 				- 	
)			- 				- 	
)			- 				- 	
Приїжджайте	приїжджати 		verb:impr:p:2:imperf 	
до			до 				prep:rv_rod 	
нас			ми 				pron:pers:p:1:v_mis:anim 							
в			в 				prep:rv_zna:v-u 	
гості		гість 			noun:m:v_mis:anim 							 	
в			в 				prep:rv_zna:v-u 	
Дніпропетровськ	Дніпропетровськ	noun:m:v_zna 	
,			- 				- 	
особливо	особливо 		adv 	
загляніть	- 				- 	
в			в 				prep:rv_zna:v-u 	
кнайпу		кнайпа 			noun:f:v_zna 	
Миші		миша 			noun:f:v_rod:anim 							
Бляхера		- 				- 	
-			- 				- 	
будемо		бути 			verb:futr:p:1:imperf 	
раді		радий 	 		adj:p:v_zna 	
вас			ви 				pron:pers:p:2:v_rod:anim 							
там			там 			adv:&pron:dem 							
зустріти	зустріти 		verb:inf:perf 	
!			- 				SENT_END	

			- 				SENT_START 	
А			а 				conj:coord 								
ще			ще 				part 	
краще		хороший 		adj:n:v_naz:compr 							
зі			зі 				prep:rv_oru	
своєю		свій 			pron:pos 	
кнайпою		кнайпа 			noun:f:v_oru 	
до			до 				prep:rv_rod 	
нас			ми 				pron:pers:p:1:v_mis:anim							
завітайте	завітати 		verb:impr:p:2:perf 	
та			та 				conj:coord 								
зі			зі 				prep:rv_oru	
своїм		свій 			pron:pos 							
сажотрусом	сажотрус 		noun:m:v_oru:anim 	
!			- 				SENT_END 
							PARA_END 
							
			- 				SENT_START 	
Вихідні		вихідний 		adj:p:v_naz 							
,			- 				- 	
які			який 			pron:rel							
я			я 				pron:pers:s:1:v_naz:anim 	
провела		провести 		verb:past:f:perf 	
у			у 				prep:rv_mis:v-u 	
Львові		Львів 			noun:m:v_mis 	
,			- 				- 	
були		бути 			verb:past:p:imperf 	
незвбутніми	- 				- 	
